Date,Households,Persons,Benefit / Households,Benefit / Persons,Cost,State,Region
1988-10-01,10654.0,28767.0,138.3512,51.2391,1473994.0,Delaware,MARO
1988-11-01,10670.0,28810.0,138.473,51.2845,1477507.0,Delaware,MARO
1988-12-01,11141.0,30081.0,147.6871,54.6984,1645382.0,Delaware,MARO
1989-01-01,10932.0,29517.0,148.5344,55.0116,1623778.0,Delaware,MARO
1989-02-01,10931.0,29512.0,147.9885,54.8137,1617662.0,Delaware,MARO
1989-03-01,11290.0,30483.0,149.6937,55.4421,1690042.0,Delaware,MARO
1989-04-01,11281.0,30459.0,142.0823,52.6225,1602830.0,Delaware,MARO
1989-05-01,10926.0,29501.0,140.5237,52.0444,1535362.0,Delaware,MARO
1989-06-01,10940.0,29539.0,139.8848,51.8074,1530340.0,Delaware,MARO
1989-07-01,10904.0,29441.0,139.8892,51.8105,1525352.0,Delaware,MARO
1989-08-01,11217.0,30286.0,137.6587,50.9845,1544118.0,Delaware,MARO
1989-09-01,11208.0,30262.0,140.6834,52.1043,1576779.0,Delaware,MARO
1989-10-01,11204.0,30251.0,169.7077,62.8543,1901405.0,Delaware,MARO
1989-11-01,11500.0,31049.0,168.5777,62.4382,1938644.0,Delaware,MARO
1989-12-01,11889.0,32101.0,171.0389,63.3463,2033481.0,Delaware,MARO
1990-01-01,12024.0,32464.0,171.1652,63.3961,2058090.0,Delaware,MARO
1990-02-01,12370.0,33399.0,169.8372,62.9027,2100886.0,Delaware,MARO
1990-03-01,12699.0,34288.0,171.5828,63.5479,2178930.0,Delaware,MARO
1990-04-01,12621.0,34078.0,166.1812,61.5462,2097373.0,Delaware,MARO
1990-05-01,12517.0,33797.0,163.9561,60.7225,2052239.0,Delaware,MARO
1990-06-01,12583.0,33973.0,165.1591,61.172,2078197.0,Delaware,MARO
1990-07-01,12617.0,34065.0,163.9639,60.729,2068733.0,Delaware,MARO
1990-08-01,12886.0,34791.0,165.6241,61.3444,2134232.0,Delaware,MARO
1990-09-01,12899.0,34827.0,165.6183,61.3406,2136310.0,Delaware,MARO
1990-10-01,13114.0,35408.0,179.5567,66.5021,2354707.0,Delaware,MARO
1990-11-01,13621.0,36776.0,179.6538,66.5397,2447065.0,Delaware,MARO
1990-12-01,14252.0,38479.0,179.6161,66.5269,2559888.0,Delaware,MARO
1991-01-01,14343.0,38727.0,176.4134,65.3368,2530298.0,Delaware,MARO
1991-02-01,15143.0,40886.0,178.6512,66.1673,2705315.0,Delaware,MARO
1991-03-01,15689.0,42359.0,177.2636,65.6552,2781088.0,Delaware,MARO
1991-04-01,15892.0,42909.0,177.3257,65.6753,2818060.0,Delaware,MARO
1991-05-01,15744.0,42510.0,176.9453,65.5335,2785827.0,Delaware,MARO
1991-06-01,15847.0,42786.0,177.2831,65.6618,2809406.0,Delaware,MARO
1991-07-01,15995.0,43186.0,175.261,64.9122,2803300.0,Delaware,MARO
1991-08-01,16323.0,44072.0,178.0294,65.937,2905974.0,Delaware,MARO
1991-09-01,16457.0,44433.0,178.024,65.9362,2929741.0,Delaware,MARO
1991-10-01,16473.0,44477.0,191.9085,71.0774,3161308.0,Delaware,MARO
1991-11-01,17348.0,46841.0,191.9905,71.1055,3330652.0,Delaware,MARO
1991-12-01,17841.0,48172.0,190.5822,70.5841,3400177.0,Delaware,MARO
1992-01-01,18225.0,49208.0,187.9292,69.6027,3425009.0,Delaware,MARO
1992-02-01,18652.0,50361.0,189.3277,70.1205,3531340.0,Delaware,MARO
1992-03-01,19206.0,51855.0,187.3892,69.405,3598997.0,Delaware,MARO
1992-04-01,19127.0,51644.0,186.3823,69.029,3564934.0,Delaware,MARO
1992-05-01,19282.0,52062.0,186.3359,69.0125,3592929.0,Delaware,MARO
1992-06-01,19328.0,52187.0,184.5815,68.3617,3567592.0,Delaware,MARO
1992-07-01,19434.0,52473.0,182.7825,67.6957,3552195.0,Delaware,MARO
1992-08-01,20133.0,54360.0,182.4408,67.5696,3673081.0,Delaware,MARO
1992-09-01,19931.0,53815.0,180.9034,66.9996,3605586.0,Delaware,MARO
1992-10-01,20434.0,55171.0,184.126,68.1958,3762430.0,Delaware,MARO
1992-11-01,20805.0,56174.0,183.0282,67.7876,3807902.0,Delaware,MARO
1992-12-01,21208.0,57262.0,180.9857,67.0313,3838344.0,Delaware,MARO
1993-01-01,21172.0,57163.0,181.1338,67.0882,3834964.0,Delaware,MARO
1993-02-01,21633.0,58408.0,179.7576,66.5782,3888697.0,Delaware,MARO
1993-03-01,22061.0,59565.0,180.9508,67.0185,3991955.0,Delaware,MARO
1993-04-01,22080.0,59615.0,181.809,67.3378,4014342.0,Delaware,MARO
1993-05-01,21889.0,59102.0,180.1667,66.7265,3943669.0,Delaware,MARO
1993-06-01,21607.0,58339.0,178.0287,65.9364,3846666.0,Delaware,MARO
1993-07-01,21513.0,58084.0,180.1328,66.7171,3875198.0,Delaware,MARO
1993-08-01,21839.0,58964.0,178.7996,66.2235,3904805.0,Delaware,MARO
1993-09-01,21026.0,56770.0,177.8692,65.8777,3739877.0,Delaware,MARO
1993-10-01,21542.0,58164.0,183.4946,67.9603,3952841.0,Delaware,MARO
1993-11-01,21888.0,59095.0,182.7495,67.688,4000021.0,Delaware,MARO
1993-12-01,22123.0,59731.0,181.3263,67.1591,4011481.0,Delaware,MARO
1994-01-01,22225.0,60009.0,182.6835,67.6589,4060140.0,Delaware,MARO
1994-02-01,21949.0,59261.0,180.669,66.9159,3965504.0,Delaware,MARO
1994-03-01,22858.0,61717.0,182.6025,67.6301,4173929.0,Delaware,MARO
1994-04-01,22450.0,60614.0,184.1248,68.1955,4133601.0,Delaware,MARO
1994-05-01,22265.0,60115.0,181.2682,67.1369,4035937.0,Delaware,MARO
1994-06-01,21540.0,58158.0,180.7344,66.9386,3893018.0,Delaware,MARO
1994-07-01,21566.0,58229.0,181.7933,67.3299,3920555.0,Delaware,MARO
1994-08-01,21647.0,58446.0,181.1403,67.09,3921144.0,Delaware,MARO
1994-09-01,21247.0,57366.0,179.893,66.6281,3822187.0,Delaware,MARO
1994-10-01,21421.0,57836.0,187.8833,69.5873,4024649.0,Delaware,MARO
1994-11-01,20970.0,56621.0,187.1142,69.2991,3923785.0,Delaware,MARO
1994-12-01,21693.0,58571.0,187.3526,69.39,4064239.0,Delaware,MARO
1995-01-01,21782.0,58811.0,186.7259,69.1582,4067264.0,Delaware,MARO
1995-02-01,21219.0,57292.0,183.0543,67.7971,3884230.0,Delaware,MARO
1995-03-01,21942.0,59242.0,184.7421,68.4246,4053611.0,Delaware,MARO
1995-04-01,21443.0,57898.0,185.7535,68.7953,3983113.0,Delaware,MARO
1995-05-01,21089.0,56941.0,181.753,67.3151,3832988.0,Delaware,MARO
1995-06-01,20883.0,56386.0,182.0659,67.4296,3802083.0,Delaware,MARO
1995-07-01,20689.0,55860.0,182.5725,67.6198,3777242.0,Delaware,MARO
1995-08-01,20353.0,54952.0,180.0799,66.6976,3665166.0,Delaware,MARO
1995-09-01,20248.0,54669.0,183.1675,67.8406,3708776.0,Delaware,MARO
1995-10-01,20095.0,54257.0,186.9495,69.2399,3756750.0,Delaware,MARO
1995-11-01,20392.0,55058.0,186.9449,69.2393,3812180.0,Delaware,MARO
1995-12-01,21131.0,57053.0,187.469,69.4338,3961407.0,Delaware,MARO
1996-01-01,21182.0,57192.0,186.0828,68.9188,3941605.0,Delaware,MARO
1996-02-01,21673.0,58517.0,186.6503,69.1298,4045271.0,Delaware,MARO
1996-03-01,21883.0,59083.0,185.645,68.7587,4062470.0,Delaware,MARO
1996-04-01,21933.0,59220.0,183.8157,68.0788,4031629.0,Delaware,MARO
1996-05-01,21568.0,58232.0,182.1654,67.4705,3928944.0,Delaware,MARO
1996-06-01,21426.0,57850.0,182.6526,67.6493,3913514.0,Delaware,MARO
1996-07-01,22016.0,59443.0,181.2482,67.1292,3990361.0,Delaware,MARO
1996-08-01,21999.0,59396.0,180.1646,66.7291,3963440.0,Delaware,MARO
1996-09-01,21754.0,58736.0,178.5913,66.1447,3885075.0,Delaware,MARO
1996-10-01,21326.0,57579.0,179.4639,66.4695,3827247.0,Delaware,MARO
1996-11-01,21421.0,57838.0,179.8769,66.6196,3853143.0,Delaware,MARO
1996-12-01,21437.0,57880.0,176.8295,65.4923,3790695.0,Delaware,MARO
1997-01-01,20698.0,55884.0,176.2033,65.2612,3647056.0,Delaware,MARO
1997-02-01,20825.0,56228.0,174.0873,64.4762,3625368.0,Delaware,MARO
1997-03-01,20234.0,54631.0,174.0373,64.4592,3521470.0,Delaware,MARO
1997-04-01,19448.0,52509.0,172.5953,63.9249,3356634.0,Delaware,MARO
1997-05-01,19106.0,51586.0,171.2687,63.4331,3272260.0,Delaware,MARO
1997-06-01,18873.0,50956.0,166.7469,61.7594,3147014.0,Delaware,MARO
1997-07-01,18595.0,50207.0,169.2607,62.6885,3147402.0,Delaware,MARO
1997-08-01,18288.0,49379.0,168.9378,62.5678,3089534.0,Delaware,MARO
1997-09-01,18214.0,49177.0,167.3109,61.968,3047400.0,Delaware,MARO
1997-10-01,17718.0,47838.0,170.4458,63.1289,3019959.0,Delaware,MARO
1997-11-01,17546.0,47375.0,169.741,62.866,2978275.0,Delaware,MARO
1997-12-01,17811.0,48090.0,167.7098,62.1144,2987080.0,Delaware,MARO
1998-01-01,17617.0,47567.0,166.6871,61.7345,2936527.0,Delaware,MARO
1998-02-01,17297.0,46703.0,167.9303,62.1949,2904690.0,Delaware,MARO
1998-03-01,17573.0,47446.0,166.0403,61.4979,2917827.0,Delaware,MARO
1998-04-01,16463.0,44450.0,164.5378,60.9401,2708786.0,Delaware,MARO
1998-05-01,16390.0,44252.0,165.0264,61.1223,2704782.0,Delaware,MARO
1998-06-01,16413.0,44316.0,163.5881,60.587,2684972.0,Delaware,MARO
1998-07-01,16072.0,43394.0,163.0976,60.4071,2621305.0,Delaware,MARO
1998-08-01,16055.0,43349.0,163.6671,60.6167,2627675.0,Delaware,MARO
1998-09-01,15625.0,42188.0,161.0792,59.6583,2516863.0,Delaware,MARO
1998-10-01,15755.0,42539.0,168.5538,62.4266,2655565.0,Delaware,MARO
1998-11-01,15359.0,41468.0,166.7693,61.7684,2561410.0,Delaware,MARO
1998-12-01,15734.0,42482.0,165.6412,61.3483,2606199.0,Delaware,MARO
1999-01-01,14034.0,37893.0,203.8381,75.4932,2860664.0,Delaware,MARO
1999-02-01,14070.0,37989.0,197.1971,73.036,2774563.0,Delaware,MARO
1999-03-01,12915.0,34871.0,216.3065,80.1124,2793598.0,Delaware,MARO
1999-04-01,13480.0,36397.0,202.6513,75.054,2731740.0,Delaware,MARO
1999-05-01,13294.0,35893.0,196.8461,72.9076,2616872.0,Delaware,MARO
1999-06-01,14788.0,39928.0,181.3279,67.1578,2681477.0,Delaware,MARO
1999-07-01,13894.0,37515.0,192.8851,71.4367,2679946.0,Delaware,MARO
1999-08-01,13940.0,37636.0,192.0588,71.1367,2677299.0,Delaware,MARO
1999-09-01,14163.0,38240.0,192.3086,71.2256,2723666.0,Delaware,MARO
1999-10-01,14411.0,34891.0,180.6866,74.6288,2603874.0,Delaware,MARO
1999-11-01,14442.0,34810.0,184.1435,76.3976,2659400.0,Delaware,MARO
1999-12-01,14269.0,34288.0,189.1217,78.7032,2698577.0,Delaware,MARO
2000-01-01,13712.0,32773.0,190.8829,79.8641,2617387.0,Delaware,MARO
2000-02-01,13992.0,33623.0,192.117,79.9483,2688101.0,Delaware,MARO
2000-03-01,13946.0,33573.0,194.9117,80.965,2718238.0,Delaware,MARO
2000-04-01,13462.0,32134.0,188.0155,78.7659,2531064.0,Delaware,MARO
2000-05-01,13022.0,31130.0,200.4289,83.8415,2609985.0,Delaware,MARO
2000-06-01,12935.0,30897.0,198.776,83.2174,2571167.0,Delaware,MARO
2000-07-01,12367.0,29116.0,191.9327,81.5233,2373632.0,Delaware,MARO
2000-08-01,12353.0,29253.0,205.0981,86.6091,2533577.0,Delaware,MARO
2000-09-01,12641.0,30122.0,199.4905,83.7182,2521760.0,Delaware,MARO
2000-10-01,13113.0,31197.0,196.4836,82.5877,2576489.0,Delaware,MARO
2000-11-01,13182.0,31158.0,199.1947,84.2732,2625785.0,Delaware,MARO
2000-12-01,13069.0,30735.0,192.0563,81.6653,2509984.0,Delaware,MARO
2001-01-01,13491.0,31607.0,202.8655,86.5902,2736858.0,Delaware,MARO
2001-02-01,13631.0,31740.0,188.867,81.1105,2574446.0,Delaware,MARO
2001-03-01,13989.0,32758.0,194.7602,83.1705,2724500.0,Delaware,MARO
2001-04-01,13698.0,31921.0,196.5962,84.3637,2692975.0,Delaware,MARO
2001-05-01,13674.0,31909.0,195.5355,83.793,2673752.0,Delaware,MARO
2001-06-01,13645.0,31930.0,196.2416,83.8621,2677717.0,Delaware,MARO
2001-07-01,13705.0,31980.0,195.6389,83.8409,2681231.0,Delaware,MARO
2001-08-01,14040.0,32816.0,198.0479,84.7328,2780593.0,Delaware,MARO
2001-09-01,13990.0,32880.0,191.0252,81.2786,2672442.0,Delaware,MARO
2001-10-01,14818.0,35191.0,202.48,85.259,3000348.0,Delaware,MARO
2001-11-01,15551.0,37336.0,190.718,79.4369,2965855.0,Delaware,MARO
2001-12-01,15956.0,38849.0,191.8142,78.7816,3060587.0,Delaware,MARO
2002-01-01,16557.0,40244.0,203.6498,83.7847,3371830.0,Delaware,MARO
2002-02-01,16395.0,39105.0,201.9216,84.6568,3310504.0,Delaware,MARO
2002-03-01,16204.0,38699.0,198.1589,82.9729,3210967.0,Delaware,MARO
2002-04-01,16322.0,38894.0,205.3576,86.179,3351846.0,Delaware,MARO
2002-05-01,16812.0,40465.0,199.1783,82.7526,3348585.0,Delaware,MARO
2002-06-01,16834.0,40714.0,194.6214,80.47,3276256.0,Delaware,MARO
2002-07-01,17240.0,41563.0,198.5614,82.3617,3423199.0,Delaware,MARO
2002-08-01,17672.0,42548.0,196.6557,81.6795,3475300.0,Delaware,MARO
2002-09-01,17437.0,41923.0,200.6154,83.4418,3498130.0,Delaware,MARO
2002-10-01,18110.0,43749.0,213.8092,88.5068,3872084.0,Delaware,MARO
2002-11-01,18173.0,43874.0,202.9734,84.0734,3688635.0,Delaware,MARO
2002-12-01,18318.0,44273.0,202.9119,83.955,3716940.0,Delaware,MARO
2003-01-01,18565.0,44769.0,214.4181,88.9158,3980672.0,Delaware,MARO
2003-02-01,18783.0,44477.0,208.0224,87.8495,3907284.0,Delaware,MARO
2003-03-01,19043.0,45615.0,203.3512,84.8935,3872416.0,Delaware,MARO
2003-04-01,19328.0,46400.0,210.8378,87.8248,4075073.0,Delaware,MARO
2003-05-01,19582.0,47091.0,208.739,86.8006,4087527.0,Delaware,MARO
2003-06-01,19462.0,46844.0,209.5317,87.0529,4077905.0,Delaware,MARO
2003-07-01,20120.0,48564.0,207.9954,86.1722,4184867.0,Delaware,MARO
2003-08-01,20229.0,48614.0,203.9778,84.8781,4126266.0,Delaware,MARO
2003-09-01,19978.0,48055.0,210.3139,87.4342,4201652.0,Delaware,MARO
2003-10-01,20918.0,50286.0,221.195,92.0128,4626958.0,Delaware,MARO
2003-11-01,21057.0,50727.0,211.5229,87.8041,4454038.0,Delaware,MARO
2003-12-01,21368.0,51306.0,212.8977,88.668,4549199.0,Delaware,MARO
2004-01-01,23234.0,55952.0,199.8088,82.9704,4642358.0,Delaware,MARO
2004-02-01,23195.0,55677.0,200.1459,83.3807,4642385.0,Delaware,MARO
2004-03-01,23405.0,55950.0,198.775,83.1515,4652329.0,Delaware,MARO
2004-04-01,24036.0,57194.0,202.3288,85.0295,4863175.0,Delaware,MARO
2004-05-01,24035.0,57244.0,197.8021,83.051,4754173.0,Delaware,MARO
2004-06-01,24298.0,57718.0,194.9921,82.0874,4737918.0,Delaware,MARO
2004-07-01,24592.0,58326.0,200.9262,84.7165,4941177.0,Delaware,MARO
2004-08-01,24350.0,57909.0,194.0712,81.6045,4725634.0,Delaware,MARO
2004-09-01,25017.0,59412.0,197.9734,83.362,4952701.0,Delaware,MARO
2004-10-01,24831.0,58994.0,213.2809,89.7715,5295977.0,Delaware,MARO
2004-11-01,25022.0,59584.0,208.8471,87.7043,5225771.0,Delaware,MARO
2004-12-01,25900.0,61558.0,211.5947,89.0267,5480303.0,Delaware,MARO
2005-01-01,25599.0,60716.0,204.9538,86.4124,5246613.0,Delaware,MARO
2005-02-01,25516.0,60519.0,205.9774,86.8441,5255719.0,Delaware,MARO
2005-03-01,26292.0,62126.0,211.1375,89.3543,5551226.0,Delaware,MARO
2005-04-01,25852.0,61040.0,211.0974,89.4051,5457290.0,Delaware,MARO
2005-05-01,25951.0,61143.0,205.4329,87.1921,5331189.0,Delaware,MARO
2005-06-01,26634.0,62891.0,208.8827,88.4607,5563382.0,Delaware,MARO
2005-07-01,26470.0,62334.0,207.9614,88.3103,5504737.0,Delaware,MARO
2005-08-01,27133.0,63842.0,205.6954,87.421,5581132.0,Delaware,MARO
2005-09-01,27423.0,64287.0,209.1572,89.2205,5735719.0,Delaware,MARO
2005-10-01,27447.0,64287.0,209.7901,89.5688,5758108.0,Delaware,MARO
2005-11-01,28200.0,65999.0,208.3438,89.021,5875296.0,Delaware,MARO
2005-12-01,28519.0,66635.0,208.0524,89.044,5933445.0,Delaware,MARO
2006-01-01,28251.0,65775.0,203.5781,87.4388,5751284.0,Delaware,MARO
2006-02-01,28152.0,65643.0,204.6848,87.7822,5762287.0,Delaware,MARO
2006-03-01,28535.0,66344.0,208.5806,89.7119,5951846.0,Delaware,MARO
2006-04-01,27875.0,64883.0,207.3391,89.0769,5779577.0,Delaware,MARO
2006-05-01,28180.0,65764.0,204.9355,87.8153,5775083.0,Delaware,MARO
2006-06-01,28489.0,66201.0,207.4408,89.2703,5909780.0,Delaware,MARO
2006-07-01,28138.0,65310.0,205.8442,88.6854,5792045.0,Delaware,MARO
2006-08-01,28709.0,66645.0,209.357,90.1858,6010430.0,Delaware,MARO
2006-09-01,28042.0,64892.0,209.5535,90.555,5876298.0,Delaware,MARO
2006-10-01,28173.0,65023.0,212.8109,92.2062,5995522.0,Delaware,MARO
2006-11-01,28559.0,66001.0,213.9514,92.578,6110238.0,Delaware,MARO
2006-12-01,28712.0,66203.0,211.0775,91.5435,6060456.0,Delaware,MARO
2007-01-01,28799.0,66496.0,213.7853,92.5891,6156802.0,Delaware,MARO
2007-02-01,28327.0,65230.0,214.0786,92.9665,6064205.0,Delaware,MARO
2007-03-01,28937.0,66761.0,216.6589,93.909,6269459.0,Delaware,MARO
2007-04-01,28792.0,66370.0,215.6316,93.5433,6208466.0,Delaware,MARO
2007-05-01,29350.0,67541.0,212.7461,92.449,6244097.0,Delaware,MARO
2007-06-01,29560.0,68495.0,216.1019,93.2619,6387971.0,Delaware,MARO
2007-07-01,29510.0,68050.0,211.9964,91.9326,6256013.0,Delaware,MARO
2007-08-01,30344.0,70103.0,213.3883,92.3649,6475055.0,Delaware,MARO
2007-09-01,30330.0,69941.0,214.3344,92.9464,6500761.0,Delaware,MARO
2007-10-01,30831.0,70914.0,225.0047,97.8244,6937119.0,Delaware,MARO
2007-11-01,31021.0,71115.0,222.581,97.0918,6904684.0,Delaware,MARO
2007-12-01,31330.0,71906.0,217.2642,94.6637,6806886.0,Delaware,MARO
2008-01-01,32441.0,74322.0,221.1887,96.5472,7175582.0,Delaware,MARO
2008-02-01,31855.0,72908.0,224.3943,98.0425,7148081.0,Delaware,MARO
2008-03-01,31920.0,72971.0,219.2151,95.8921,6997345.0,Delaware,MARO
2008-04-01,32970.0,75462.0,221.0325,96.571,7287440.0,Delaware,MARO
2008-05-01,32988.0,75485.0,221.4396,96.7722,7304850.0,Delaware,MARO
2008-06-01,33021.0,75672.0,217.9858,95.1225,7198110.0,Delaware,MARO
2008-07-01,33744.0,77138.0,221.4763,96.8848,7473496.0,Delaware,MARO
2008-08-01,33626.0,76728.0,220.2077,96.5059,7404705.0,Delaware,MARO
2008-09-01,34398.0,78531.0,219.2701,96.0443,7542453.0,Delaware,MARO
2008-10-01,35780.0,81462.0,252.9745,111.1123,9051428.0,Delaware,MARO
2008-11-01,35747.0,81398.0,248.9076,109.3111,8897701.0,Delaware,MARO
2008-12-01,37492.0,85026.0,246.1208,108.5263,9227561.0,Delaware,MARO
2009-01-01,38601.0,87573.0,247.9561,109.2957,9571355.0,Delaware,MARO
2009-02-01,38254.0,86502.0,245.841,108.7189,9404401.0,Delaware,MARO
2009-03-01,39179.0,88430.0,246.3414,109.1418,9651408.0,Delaware,MARO
2009-04-01,40718.0,91744.0,288.4202,128.0072,11743893.0,Delaware,MARO
2009-05-01,41286.0,93007.0,284.0155,126.0751,11725863.0,Delaware,MARO
2009-06-01,42866.0,96592.0,283.5132,125.8187,12153076.0,Delaware,MARO
2009-07-01,43717.0,98346.0,285.9264,127.1007,12499845.0,Delaware,MARO
2009-08-01,43770.0,98782.0,282.0496,124.9753,12345313.0,Delaware,MARO
2009-09-01,45460.0,102328.0,282.1439,125.3446,12826262.0,Delaware,MARO
2009-10-01,46056.0,103620.0,289.9016,128.8526,13351708.0,Delaware,MARO
2009-11-01,45810.0,102870.0,275.771,122.8061,12633068.0,Delaware,MARO
2009-12-01,48356.0,108510.0,278.9771,124.3224,13490219.0,Delaware,MARO
2010-01-01,48820.0,109215.0,282.1701,126.1324,13775546.0,Delaware,MARO
2010-02-01,48514.0,108291.0,282.5807,126.5952,13709121.0,Delaware,MARO
2010-03-01,49476.0,110245.0,284.0875,127.4934,14055514.0,Delaware,MARO
2010-04-01,50283.0,111706.0,283.9912,127.835,14279931.0,Delaware,MARO
2010-05-01,51116.0,113497.0,281.334,126.7053,14380671.0,Delaware,MARO
2010-06-01,52720.0,117026.0,282.2247,127.1417,14878887.0,Delaware,MARO
2010-07-01,53669.0,118883.0,283.2927,127.8908,15204038.0,Delaware,MARO
2010-08-01,54870.0,121539.0,281.9128,127.2724,15468557.0,Delaware,MARO
2010-09-01,56394.0,124755.0,282.4416,127.6743,15928012.0,Delaware,MARO
2010-10-01,57640.0,127255.0,277.0294,125.4801,15967974.0,Delaware,MARO
2010-11-01,58418.0,129049.0,276.5727,125.1991,16156823.0,Delaware,MARO
2010-12-01,60206.0,132371.0,278.5006,126.6698,16767407.0,Delaware,MARO
2011-01-01,60353.0,132433.0,277.4579,126.4444,16745416.0,Delaware,MARO
2011-02-01,60851.0,133136.0,278.2406,127.1724,16931221.0,Delaware,MARO
2011-03-01,61816.0,134427.0,280.7367,129.0962,17354017.0,Delaware,MARO
2011-04-01,61401.0,133382.0,276.8938,127.4652,17001557.0,Delaware,MARO
2011-05-01,62310.0,135131.0,272.6544,125.7231,16989093.0,Delaware,MARO
2011-06-01,63618.0,137963.0,277.3109,127.8746,17641966.0,Delaware,MARO
2011-07-01,63645.0,137840.0,274.4219,126.7091,17465579.0,Delaware,MARO
2011-08-01,65583.0,141915.0,273.0952,126.2052,17910405.0,Delaware,MARO
2011-09-01,66681.0,144220.0,275.543,127.399,18373486.0,Delaware,MARO
2011-10-01,67229.0,144612.0,271.2127,126.0847,18233356.0,Delaware,MARO
2011-11-01,68727.0,147475.0,271.3341,126.4484,18647976.0,Delaware,MARO
2011-12-01,69432.0,148525.0,271.3232,126.8373,18838510.0,Delaware,MARO
2012-01-01,69730.0,148854.0,269.3161,126.16,18779415.0,Delaware,MARO
2012-02-01,69983.0,148764.0,270.008,127.0198,18895972.0,Delaware,MARO
2012-03-01,70121.0,148654.0,271.5268,128.0808,19039729.0,Delaware,MARO
2012-04-01,68831.0,146263.0,271.4844,127.7599,18686544.0,Delaware,MARO
2012-05-01,69770.0,148467.0,272.8609,128.2272,19037505.0,Delaware,MARO
2012-06-01,69714.0,148295.0,274.5177,129.0517,19137726.0,Delaware,MARO
2012-07-01,69466.0,147509.0,270.0795,127.1878,18761344.0,Delaware,MARO
2012-08-01,71066.0,151337.0,272.6981,128.0557,19379564.0,Delaware,MARO
2012-09-01,70701.0,150330.0,270.7089,127.3158,19139390.0,Delaware,MARO
2012-10-01,71326.0,151387.0,270.1328,127.2731,19267493.0,Delaware,MARO
2012-11-01,72357.0,153651.0,273.4439,128.7696,19785582.0,Delaware,MARO
2012-12-01,71854.0,152507.0,268.9997,126.7398,19328706.0,Delaware,MARO
2013-01-01,73231.0,155334.0,271.487,127.9904,19881262.0,Delaware,MARO
2013-02-01,72041.0,152756.0,274.5585,129.4841,19779468.0,Delaware,MARO
2013-03-01,71812.0,152002.0,270.3205,127.7105,19412256.0,Delaware,MARO
2013-04-01,72693.0,153857.0,270.6689,127.8833,19675737.0,Delaware,MARO
2013-05-01,72523.0,153339.0,270.6814,128.0211,19630624.0,Delaware,MARO
2013-06-01,72084.0,152809.0,271.6531,128.1458,19581839.0,Delaware,MARO
2013-07-01,71700.0,151921.0,271.0393,127.9186,19433516.0,Delaware,MARO
2013-08-01,72483.0,153885.0,271.9982,128.1167,19715243.0,Delaware,MARO
2013-09-01,72819.0,154199.0,268.292,126.6983,19536755.0,Delaware,MARO
2013-10-01,73662.0,155762.0,268.021,126.7508,19742961.0,Delaware,MARO
2013-11-01,71828.0,151800.0,248.7221,117.6891,17865211.0,Delaware,MARO
2013-12-01,72163.0,152106.0,251.5277,119.3312,18150990.0,Delaware,MARO
2014-01-01,71102.0,150018.0,256.6434,121.6378,18247858.0,Delaware,MARO
2014-02-01,69831.0,147318.0,262.179,124.2769,18308223.0,Delaware,MARO
2014-03-01,69597.0,146647.0,258.9714,122.9049,18023633.0,Delaware,MARO
2014-04-01,71073.0,149158.0,256.8411,122.3835,18254471.0,Delaware,MARO
2014-05-01,71201.0,149362.0,255.9395,122.0066,18223149.0,Delaware,MARO
2014-06-01,71648.0,150029.0,253.8539,121.2307,18188125.0,Delaware,MARO
2014-07-01,72072.0,151222.0,257.1773,122.57,18535280.0,Delaware,MARO
2014-08-01,71268.0,149416.0,255.0837,121.6691,18179307.0,Delaware,MARO
2014-09-01,71451.0,149950.0,260.7885,124.2654,18633597.0,Delaware,MARO
2014-10-01,72108.0,151279.0,270.3863,128.8812,19497014.0,Delaware,MARO
2014-11-01,71723.0,150571.0,265.5621,126.4979,19046909.0,Delaware,MARO
2014-12-01,73178.0,153419.0,267.4425,127.5651,19570907.0,Delaware,MARO
2015-01-01,73393.0,153612.0,268.1839,128.1334,19682824.0,Delaware,MARO
2015-02-01,72242.0,150906.0,265.9565,127.3192,19213229.0,Delaware,MARO
2015-03-01,71839.0,149905.0,265.7798,127.3697,19093355.0,Delaware,MARO
2015-04-01,71703.0,149432.0,267.1971,128.211,19158832.0,Delaware,MARO
2015-05-01,70637.0,146947.0,262.607,126.2344,18549769.0,Delaware,MARO
2015-06-01,71839.0,149593.0,264.6918,127.1128,19015192.0,Delaware,MARO
2015-07-01,71231.0,148094.0,264.4668,127.2046,18838234.0,Delaware,MARO
2015-08-01,70563.0,146933.0,260.7013,125.199,18395868.0,Delaware,MARO
2015-09-01,71393.0,149075.0,264.3583,126.6029,18873331.0,Delaware,MARO
2015-10-01,70529.0,147127.0,263.8455,126.4809,18608757.0,Delaware,MARO
2015-11-01,70200.0,146441.0,252.9168,121.2417,17754756.0,Delaware,MARO
2015-12-01,71359.0,148457.0,260.1155,125.03,18561584.0,Delaware,MARO
2016-01-01,70333.0,146504.0,261.1563,125.3748,18367909.0,Delaware,MARO
2016-02-01,70201.0,145967.0,270.1478,129.9242,18964645.0,Delaware,MARO
2016-03-01,70723.0,146532.0,251.3547,121.3152,17776561.0,Delaware,MARO
2016-04-01,70519.0,145824.0,260.7767,126.109,18389714.0,Delaware,MARO
2016-05-01,70660.0,146036.0,256.0294,123.8807,18091040.0,Delaware,MARO
2016-06-01,72341.0,149564.0,259.0729,125.3082,18741590.0,Delaware,MARO
2016-07-01,71251.0,147477.0,254.3335,122.8769,18121515.0,Delaware,MARO
